operation_id,start_time,end_time,end_depth_mmd,main_activity,sub_activity,state,remark,activity_label,ner_entities,ner_depths,ner_equipment,ner_measurements,ner_time_refs,report_id
1812,07:30,08:30,3884.0,drilling,trip,ok,"CONT. RIH TO 3884M, TOOK WEIGHT.",TRIP_IN,"{""depths"": [""3884m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3884m""]",[],[],[],309
1813,08:30,12:00,3955.0,drilling,ream,ok,WASHED/REAMED TIGHT HOLE FROM 3884M TO 3955M.,CUT,"{""depths"": [""3884m"", ""3955m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3884m"", ""3955m""]",[],[],[],309
1814,12:00,13:30,3971.0,drilling,drill,ok,"ROTARY DRILLED AND SURVEYED 8 1/2"" HOLE FROM 3955M TO 3971M.",CUT,"{""depths"": [""3955m"", ""3971m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3955m"", ""3971m""]",[],[],[],309
1815,13:30,14:00,3955.0,interruption,repair,ok,RE-LOGGED WITH MWD-TOOL FROM 3941M TO 3955M.,REPAIR,"{""depths"": [""3941m"", ""3955m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""3941m"", ""3955m""]","[""mwd""]",[],[],309
1816,14:00,00:00,4083.0,drilling,drill,ok,"CONTINUED DRILLING/SURVEYING 8 1/2"" HOLE FROM 3971M TO 4083M.",CUT,"{""depths"": [""3971m"", ""4083m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3971m"", ""4083m""]",[],[],[],309
1817,00:00,06:00,4140.0,drilling,drill,ok,"CONT. DRILLING/SURVEYING 8 1/2"" HOLE TO 4140M.",CUT,"{""depths"": [""4140m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4140m""]",[],[],[],310
1818,06:00,00:00,4298.0,drilling,drill,ok,"CONTINUED DRILLING/SURVEYING 8 1/2"" HOLE FROM 4140M TO 4298M. FLOW CHECKED AT 4239M DUE TO DRILLING BREAK, NEGATIVE.",EQUIPMENT_FAILURE,"{""depths"": [""4140m"", ""4298m"", ""4239m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4140m"", ""4298m"", ""4239m""]",[],[],[],310
1819,00:00,01:30,4308.0,drilling,drill,ok,"CONT. DRILLING/SURVEYING 8 1/2"" HOLE TO 4308M. FLOW CHECKED AT 4303M AND AT 4308M DUE TO DRILLING BREAKS, N EGATIVE.",EQUIPMENT_FAILURE,"{""depths"": [""4308m"", ""4303m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4308m"", ""4303m""]",[],[],[],311
1820,01:30,02:00,4308.0,drilling,circulating conditioning,ok,CIRCULATED DUE TO HIGH ROP.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],311
1821,02:00,04:30,4328.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 4308M TO 4328M.",CUT,"{""depths"": [""4308m"", ""4328m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4308m"", ""4328m""]",[],[],[],311
1822,04:30,06:00,4328.0,drilling,circulating conditioning,ok,CIRCULATED BOTTOMS UP FOR SAMPLE.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],311
1823,06:00,06:30,4328.0,formation evaluation,circulation samples,ok,CIRCULATED BOTTOMS UP FOR SAMPLES.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],311
1824,06:30,07:00,4328.0,drilling,drill,ok,"FLOWCHECKED FOR 15 MIN,NEGATIVE. PUMPED SLUG.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],311
1825,07:00,09:00,3569.0,drilling,trip,ok,POOH TO SHOE.WORKED TIGHT SPOT AT 3662M WITH MAX 30 TON OVERPULL.,TRIP_OUT,"{""depths"": [""3662m""], ""equipment"": [], ""measurements"": [""30 ton""], ""time_refs"": []}","[""3662m""]",[],"[""30 ton""]",[],311
1826,09:00,09:30,3569.0,drilling,drill,ok,"FLOW CHECKED, NEGATIVE.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],311
1827,09:30,11:00,2173.0,drilling,trip,ok,POOH TO 2173M.,TRIP_OUT,"{""depths"": [""2173m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""2173m""]",[],[],[],311
1828,11:30,13:00,700.0,drilling,trip,ok,CONTINUED POOH TO 700M.,TRIP_OUT,"{""depths"": [""700m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""700m""]",[],[],[],311
1829,14:00,16:00,0.0,drilling,trip,ok,"CONTINUED POOH.LAID DOWN MONEL,STABILIZERS AND MWD TOOL.",TRIP_OUT,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],311
1830,16:00,17:00,0.0,formation evaluation,rig up/down,ok,PICKED UP CBBL AND INSTALLED 27M ALUMINIUM INNER BARREL. SPACED OUT CBBL AND MADE UP COREHEAD.,OTHER,"{""depths"": [""27m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""27m""]",[],[],[],311
1831,17:00,22:00,3550.0,formation evaluation,trip,ok,RIH WITH BHA NO. 24 TO 3550M. BROKE CIRCULATION EACH 600M.,TRIP_IN,"{""depths"": [""3550m"", ""600m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3550m"", ""600m""]","[""bha""]",[],[],311
1832,22:00,22:30,3550.0,formation evaluation,circulating conditio ning,ok,CIRCULATED TO CONDITION MUD.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],311
1833,22:30,00:00,4298.0,formation evaluation,trip,ok,CONTINUED RIH FROM 3550M TO 4298M.,TRIP_IN,"{""depths"": [""3550m"", ""4298m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3550m"", ""4298m""]",[],[],[],311
1834,00:00,01:00,4328.0,formation evaluation,trip,ok,BROKE CIRCULATION. WASHED/REAMED TO 4328M.,CUT,"{""depths"": [""4328m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4328m""]",[],[],[],312
1835,01:00,02:30,4328.0,formation evaluation,circul ating conditioning,ok,CIRCULATED BOTTOMS UP.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1836,02:30,03:00,4328.0,formation evaluation,trip,ok,"DROPPED BALL, DISPLACED AND SEATED SAME.",OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1837,03:00,06:00,4338.0,formation evaluation,core,ok,CUT CORE NO.2 FROM 4328M TO 4338M.,CUT,"{""depths"": [""4328m"", ""4338m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4328m"", ""4338m""]",[],[],[],312
1838,06:00,10:30,4355.0,formation evaluation,core,ok,CONTINUED CUTTING CORE NO.2 FROM 4338M TO 4355M.,CUT,"{""depths"": [""4338m"", ""4355m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4338m"", ""4355m""]",[],[],[],312
1839,10:30,11:00,4355.0,formation evaluation,circul ating conditioning,ok,"CIRCULATED 10 MINS. FLOW CHECKED 15 MINS, NEGATIVE. PUMPED SLUG.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1840,11:00,17:00,29.0,formation evaluation,trip,ok,"POOH TO 9 5/8"" CASING SHOE. FLOW CHECKED, NEGATIVE. CONTINUED POOH TO 29M, FLOW CHECKED AT 500M, NEGATIVE.",TRIP_OUT,"{""depths"": [""29m"", ""500m""], ""equipment"": [""casing""], ""measurements"": [], ""time_refs"": []}","[""29m"", ""500m""]","[""casing""]",[],[],312
1841,17:00,19:00,29.0,formation evaluation,log,ok,PREPARED FOR RECOVERING CORE.RECORDED 650 PPM H2S GAS FROM TOP OF COREBARREL. SOUNDED GENERAL ALARM AND ORDERED ALL ESSENTIAL PER SONNEL TO PORT BOX GIRDER FORWARD. EQUIPPED DRILL-FLOOR PERSONNEL WITH BREATHING APPARATUS. CLOSED SHEAR RAM TO MONITOR WELL ON CH OKE. CARRIED OUT H2S MEASUREMENTS ON RIG FLOOR.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1842,19:00,19:30,0.0,formation evaluation,log,ok,HELD SAFETY/PRE-OPERATION MEETING WITH INVOLVED PERSONNEL.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1843,19:30,20:30,0.0,formation evaluation,rig up /down,ok,"INSTALLED LIFT SUB. PULLED OUT INNER BARREL, KEPT SAME HANGING IN TUGGER LINE FOR VENTING OUT H2S.",TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1844,20:30,22:00,0.0,formation evaluation,rig up /down,ok,RAN BACK IN WITH INNER BARREL. DRILLED 6MM DIAMETER VENT HOLES EACH METER. MEASURED H2S LEVELS WHILE DRILLING. PULLED INNER BARREL OUT A FTER DRILLING VENT HOLES.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1845,22:00,23:30,0.0,formation evaluation,log,ok,KEPT INNER BARREL HANGING IN TUGGER LINE FOR VENTING WHILE MEASURING H2S-LEVELS. ALLOWED PERSONNEL TO GO BACK INDOOR.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1846,23:30,00:00,0.0,formation evaluation,log,ok,HELD SAFETY MEETING WITH INVOLVED PERSONNEL PRIOR TO L/D CORE BARRELS.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],312
1847,00:00,02:30,0.0,formation evaluation,rig up/d own,ok,L/D INNER BARRELS. SECURED AREA AROUND BARRELS. BROKE CORE HEAD.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1848,02:30,03:00,0.0,drilling,circulating conditioning,ok,"OPENED CHOKE. CIRCULATED DOWN KILL LINE, UP CHOKE LINE THROUGH POORBOY DEGASSER.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1849,03:00,04:00,0.0,drilling,circulating conditioning,ok,"OPENED SHEAR RAM. FLOW CHECKED, NEGATIVE. CIRCULATED A RISER VOLUME DOWN K/C-LINES, NO GAS/H2S.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1850,04:00,05:00,0.0,drilling,circulating conditioning,ok,VERIFIED RIG FLOOR/SURROUNDINGS H2S-FREE. BLEW RIG AIR INTO/THROUGH RELEVANT CAVITIES TO CLEAR EVENTUAL H2S. FINISHED THE USE OF BREATHING APPARATUS ON THE RIG FLOOR/SHAKER ROOM.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1851,05:00,06:00,0.0,formation evaluation,rig up/d own,ok,MADE UP CORE BARREL WITH 27M ALUMINIUM INNER TUBES. SPACED OUT INNER BARREL AND MADE UP CORE HEAD.,OTHER,"{""depths"": [""27m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""27m""]",[],[],[],313
1852,06:00,11:00,3548.0,formation evaluation,trip,ok,RIH WITH CORE BARREL TO 3548M. BROKE CIRCULATION EACH 600M.,TRIP_IN,"{""depths"": [""3548m"", ""600m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3548m"", ""600m""]",[],[],[],313
1853,11:00,12:00,3548.0,formation evaluation,circulati ng conditioning,ok,CIRCULATED TO CONDITION MUD. INSTALLED MUD SAVER SUB ON DRILLING STAND,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1854,12:00,14:00,4326.0,formation evaluation,trip,ok,CONTINUED RIH TO 4326M.,TRIP_IN,"{""depths"": [""4326m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4326m""]",[],[],[],313
1855,14:00,14:30,4355.0,drilling,ream,ok,REAMED FROM 4326M TO 4355M.,CUT,"{""depths"": [""4326m"", ""4355m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4326m"", ""4355m""]",[],[],[],313
1856,14:30,16:30,4355.0,formation evaluation,circulati ng conditioning,ok,CIRCULATED BOTTOMS UP.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1857,16:30,17:00,4355.0,formation evaluation,circulati ng conditioning,ok,DROPPED BALL. DISPLACED AND SEATED SAME. TOOK S.C.R.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],313
1858,17:00,22:00,4383.0,formation evaluation,core,ok,CUT CORE NO. 3 FROM 4355M TO 4383M.,CUT,"{""depths"": [""4355m"", ""4383m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4355m"", ""4383m""]",[],[],[],313
1859,22:00,00:00,4134.0,formation evaluation,trip,ok,"CIRCULATED 15 MINUTES. FLOW CHECKED, NEGATIVE. SLUGGED PIPE. POOH WITH CORE BARREL TO 4134M.",TRIP_OUT,"{""depths"": [""4134m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4134m""]",[],[],[],313
1860,00:00,02:30,3555.0,formation evalu ation,trip,ok,CONT. POOH WITH CORE BARREL TO 3555M. WORKED TIGHT SPOT AT 3670M.,TRIP_OUT,"{""depths"": [""3555m"", ""3670m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3555m"", ""3670m""]",[],[],[],314
1861,02:30,06:00,1667.0,formation evalu ation,trip,ok,"FLOW CHECKED IN 9 5/8"" CASING SHOE, NEGATIVE. CONT. POOH TO 1667M.",TRIP_OUT,"{""depths"": [""1667m""], ""equipment"": [""casing""], ""measurements"": [], ""time_refs"": []}","[""1667m""]","[""casing""]",[],[],314
1862,06:30,08:30,717.0,formation evalu ation,trip,ok,CONTINUED POOH WITH CORE NO.3 TO 1260M. MONITORED 11 PPM H2S INSIDE THE PIPE. PREPARED H2S EQUIPMENT. CONTINUED POOH TO 717M. H2S IN PIPE F ROM 9 PPM TO 17 PPM.,TRIP_OUT,"{""depths"": [""1260m"", ""717m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""1260m"", ""717m""]",[],[],[],314
1863,08:30,09:30,0.0,formation evalu ation,log,ok,INSTALLED MAERSK H2S SAFETY EQUIPMENT ON RIG FLOOR.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],314
1864,09:30,12:00,0.0,formation evalu ation,trip,ok,"CONTINUED POOH FROM 717M. MEASURED H2S-LEVELS ON THE DRILL FLOOR AND IN THE PIPE: NO H2S DETECTED ON DRILL FLOOR, BETWEEN 6 PPM AND 15 PP M IN THE PIPE. PIPE CAME WET AT 545M, NO H2S DETECTED THEREAFTER. PREPARED BREATHING APPARATUS. PULLED CORE BARREL TO SURFACE. BROKE COR E HEAD. NO H2S.",TRIP_OUT,"{""depths"": [""717m"", ""545m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""717m"", ""545m""]",[],[],[],314
1865,12:00,13:30,0.0,formation evalu ation,rig up/d own,ok,"L/D INNER BARREL. RACKED OUTER BARREL IN DERRICK. RECOVERED 28,15M CORE,100%",OTHER,"{""depths"": [""28,15m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""28,15m""]",[],[],[],314
1866,13:30,14:30,105.0,drilling,bop a ctivities,ok,M/U SPRING LOADED BOP TEST TOOL AND RIH TO 105M.,TRIP_IN,"{""depths"": [""105m""], ""equipment"": [""bop""], ""measurements"": [], ""time_refs"": []}","[""105m""]","[""bop""]",[],[],314
1867,14:30,18:00,105.0,drilling,bop a ctivities,ok,TESTED BOP ON BLUE POD: TESTED RAMS AND LAP TO 20/345 BAR FOR 5/10 MIN AND UAP TO 20/240 BAR FOR 5/10 MIN. FUNCTIONTESTED ON YELLOW POD.,CUT,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [""345 bar"", ""240 bar""], ""time_refs"": []}",[],"[""bop""]","[""345 bar"", ""240 bar""]",[],314
1868,18:30,19:00,105.0,drilling,bop a ctivities,ok,"FUNCTIONED UPR AND MPR WITH ACOUSTIC SYSTEM FROM CELLAR DECK, OK.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],314
1869,19:00,19:30,105.0,drilling,bop a ctivities,ok,POOH WITH SPRING LOADED TOOL. L/D SAME.,TRIP_OUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],314
1870,19:30,22:30,105.0,drilling,bop a ctivities,ok,"PRESSURE TESTED STAB-IN VALVE, TDS INSIDE BOP'S, KELLY HOSE AND STANDPIPE VALVE TO 20/345 BAR, 5/10 MINS.",PRESSURE_TEST,"{""depths"": [], ""equipment"": [""tds"", ""bop""], ""measurements"": [""345 bar""], ""time_refs"": []}",[],"[""tds"", ""bop""]","[""345 bar""]",[],314
1871,22:30,23:30,0.0,drilling,trip,ok,"M/U 8 1/2"" BIT AND TRIPLE COMBO MWD-TOOL.",CUT,"{""depths"": [], ""equipment"": [""mwd"", ""bit""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd"", ""bit""]",[],[],314
1872,00:00,01:00,0.0,drilling,drill,ok,TESTED MWD. INSTALLED RADIOACTIVE SOURCE.,CUT,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],315
1873,01:00,06:00,3144.0,drilling,trip,ok,CONTINUED M/U BHA NO.26 AND RIH TO 3144M. FILLED PIPE/BROKE CIRCULATION EACH 600M.,TRIP_IN,"{""depths"": [""3144m"", ""600m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3144m"", ""600m""]","[""bha""]",[],[],315
1874,06:00,07:00,3560.0,drilling,trip,ok,"CONT. RIH WITH 8 1/2"" ROTARY ASSEMBLY TO 3560M. FILLED PIPE AND BROKE CIRCULATION EACH 600M.",TRIP_IN,"{""depths"": [""3560m"", ""600m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3560m"", ""600m""]",[],[],[],315
1875,07:00,08:30,3560.0,drilling,circulating conditioning,ok,CIRCULATED TO CONDITION MUD.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],315
1876,08:30,09:00,3608.0,drilling,trip,ok,CONT. RIH TO 3608M.,TRIP_IN,"{""depths"": [""3608m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3608m""]",[],[],[],315
1877,09:00,11:00,3655.0,formation evaluation,log,ok,LOGGED WITH TRIPLE COMBO MWD-TOOL FROM 3608M TO 3655M.,OTHER,"{""depths"": [""3608m"", ""3655m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""3608m"", ""3655m""]","[""mwd""]",[],[],315
1878,11:00,12:00,4297.0,drilling,trip,ok,CONT. RIH TO 4297M. FILLED PIPE.,TRIP_IN,"{""depths"": [""4297m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4297m""]",[],[],[],315
1879,12:00,15:30,4383.0,formation evaluation,log,ok,BROKE CIRCULATION. LOGGED WITH MWD-TOOL FROM 4313M TO 4383M.,OTHER,"{""depths"": [""4313m"", ""4383m""], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}","[""4313m"", ""4383m""]","[""mwd""]",[],[],315
1880,15:30,00:00,4453.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 4383M TO 4453M. FLOW CHECKED AT 4392M AND 4415M, NEGATIVE.",CUT,"{""depths"": [""4383m"", ""4453m"", ""4392m"", ""4415m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4383m"", ""4453m"", ""4392m"", ""4415m""]",[],[],[],315
1881,00:00,06:00,4503.0,drilling,drill,ok,"CONTINUED DRILLING/SURVEYING 8 1/2"" HOLE FROM 4453M TO 4503M. FLOW CHECKED AT 4487M, NEGATIVE.",CUT,"{""depths"": [""4453m"", ""4503m"", ""4487m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4453m"", ""4503m"", ""4487m""]",[],[],[],316
1882,06:00,08:30,4527.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 4503M TO 4527M.",CUT,"{""depths"": [""4503m"", ""4527m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4503m"", ""4527m""]",[],[],[],316
1883,08:30,10:00,4527.0,drilling,circulating conditioning,ok,CIRCULATED HOLE CLEAN DUE TO HIGH TORQUE AND POOR HOLE CLEANING.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],316
1884,10:00,00:00,4641.0,drilling,drill,ok,"DRILLED/SURVEYED 8 1/2"" HOLE FROM 4527M TO TD AT 4641M.",CUT,"{""depths"": [""4527m"", ""4641m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4527m"", ""4641m""]",[],[],[],316
1885,00:00,03:00,4641.0,drilling,circulating conditioni ng,ok,"CIRCULATED HOLE CLEAN. FLOW CHECKED, NEGATIVE.",CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],317
1886,03:00,06:00,3672.0,drilling,trip,ok,"POOH TO 3672M FOR WIPER TRIP TO 9 5/8"" CASING SHOE. WORKED TIGHT SPOT AT 3672M. MAX 30 TON OVERPULL.",TRIP_OUT,"{""depths"": [""3672m""], ""equipment"": [""casing""], ""measurements"": [""30 ton""], ""time_refs"": []}","[""3672m""]","[""casing""]","[""30 ton""]",[],317
1887,06:00,06:30,3546.0,drilling,trip,ok,CONTINUED POOH FROM 3672M TO 3546M.,TRIP_OUT,"{""depths"": [""3672m"", ""3546m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3672m"", ""3546m""]",[],[],[],317
1888,06:30,07:00,3546.0,drilling,trip,ok,INSTALLED CIRCULATING EQUIPMENT AND CIRCULATED AT 3650M. CIRCULATED WITH 46 SPM AND 50 BAR.,TRIP_IN,"{""depths"": [""3650m""], ""equipment"": [], ""measurements"": [""50 bar""], ""time_refs"": []}","[""3650m""]",[],"[""50 bar""]",[],317
1889,07:00,08:00,3650.0,drilling,other,ok,SLIPPED AND CUT DRILL LINE.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],317
1890,08:00,11:00,4612.0,drilling,ream,ok,"RIGGED DOWN CIRCULATION EQUIPMENT. RIH AND WORKED TIGHT SPOTS FROM 3650M TO 3656M AND FROM 3664M TO 3670M. RIH T O 4612M,",TRIP_IN,"{""depths"": [""3650m"", ""3656m"", ""3664m"", ""3670m"", ""4612m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3650m"", ""3656m"", ""3664m"", ""3670m"", ""4612m""]",[],[],[],317
1891,11:00,13:30,4641.0,drilling,circulating conditioni ng,ok,BROKE CIRCULATION AND TAGGED BOTTOM AT 4641M. CIRCULATED HOLE CLEAN.,CIRCULATE,"{""depths"": [""4641m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4641m""]",[],[],[],317
1892,13:30,16:00,3546.0,drilling,trip,ok,POOH FROM 4641M TO 3546M AND FLOW CHECKED 15 MIN.,TRIP_OUT,"{""depths"": [""4641m"", ""3546m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""4641m"", ""3546m""]",[],[],[],317
1893,16:00,23:30,3546.0,drilling,trip,ok,POOH. LAID DOWN MWD TOOL AND STABS. LAID DOWN CORE BARREL FROM DERRICK.,TRIP_OUT,"{""depths"": [], ""equipment"": [""mwd""], ""measurements"": [], ""time_refs"": []}",[],"[""mwd""]",[],[],317
1894,23:30,00:00,0.0,formation evaluation,log,ok,RIGGED UP ATLAS WIRELINE.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],317
1895,00:00,01:30,0.0,formation evalu ation,log,ok,FINISHED RIGGING UP ATLAS WIRELINE.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],318
1896,01:30,06:00,4615.0,formation evalu ation,log,ok,RAN LOG NO 1. DIFL/AC/ZDL/CN/GR/CHT. IN AT 01:45 HRS.,OTHER,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": [""01:45""]}",[],[],[],"[""01:45""]",318
1897,06:00,09:00,4488.0,formation evalu ation,log,ok,"CONTINUED LOG RUN NO 1. TO 9 5/8"" SHOE. RIH TO 3725M. LOGGED REPEAT SECTION FROM 3725M TO 3697M. UNABLE TO PASS 3697M. TOP OF TOOL AT 3664.5M.",TRIP_IN,"{""depths"": [""3725m"", ""3697m"", ""3664.5m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3725m"", ""3697m"", ""3664.5m""]",[],[],[],318
1898,12:30,17:00,3697.0,interruption,fi sh,ok,"RIGGED DOWN ATLAS WIRELINE EQUIPMENT ON RIG FLOOR. INSTALLED T-BAR IN ROTARY AND CUT CABLE 5M ABOVE RKB. PREPAIRED AND MADE UP CATCHER, ATTACHED SAME AND PERFORMED PULLTEST. INSTALLED TOP SHEAVE AT CROWN. MADE UP OVER SHOT TO 5"" HWDP.",REPAIR,"{""depths"": [""5m""], ""equipment"": [""hwdp""], ""measurements"": [], ""time_refs"": []}","[""5m""]","[""hwdp""]",[],[],318
