operation_id,start_time,end_time,end_depth_mmd,main_activity,sub_activity,state,remark,activity_label,ner_entities,ner_depths,ner_equipment,ner_measurements,ner_time_refs,report_id
8238,22:45,23:30,3255.0,drilling,survey,ok,Cleaned well prior to take pressure points. Reciprocated the string while cleaning. Parameters: Flow 1960 lpm / SPP 180 bar / String RPM 160 / TQ 9-10 kNm / ECD 1.474 SG / MUD weight 1.35 SG. Racked back one stand.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""180 bar"", ""1960 lpm"", ""10 knm""], ""time_refs"": []}",[],[],"[""180 bar"", ""1960 lpm"", ""10 knm""]",[],844
8239,23:30,00:00,3203.7,drilling,survey,ok,Positioned string. Started taking pressure point at 3203.7m.,CUT,"{""depths"": [""3203.7m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""3203.7m""]",[],[],[],844
8240,00:00,01:30,3225.7,drilling,surv ey,ok,"Continued taking pressure points. Bit depth 3203.7m, test depth 3178m, pressure 289.71 bars, mobility 217.88 mD Bit depth 3225.7m, test depth 3200m, pressure 289.99 bars, mobility 162.61 mD Took survey prior to continue drilling ahead.",CUT,"{""depths"": [""3203.7m"", ""3178m"", ""217.88 md"", ""3225.7m"", ""3200m"", ""162.61 md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3203.7m"", ""3178m"", ""217.88 md"", ""3225.7m"", ""3200m"", ""162.61 md""]","[""bit""]",[],[],845
8241,01:30,03:45,3295.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3255m to 3295m. Drilling parameters: Flow 1960 lpm / SPP 175 bar / String RPM 80-160 / WOB 3-6 MT / TQ 10-16 kNm / ROP 8-30 m/hour / E CD 1.465-1.471 SG / MUD weight 1.35 SG.",CUT,"{""depths"": [""3255m"", ""3295m"", ""30 m""], ""equipment"": [], ""measurements"": [""175 bar"", ""1960 lpm"", ""6 mt"", ""16 knm""], ""time_refs"": []}","[""3255m"", ""3295m"", ""30 m""]",[],"[""175 bar"", ""1960 lpm"", ""6 mt"", ""16 knm""]",[],845
8242,03:45,04:00,3295.0,drilling,surv ey,ok,Made connection. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],845
8243,04:00,06:00,3335.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3295m to 3335m. Drilling parameters: Flow 1960 lpm / SPP 175 bar / String RPM 160 / WOB 6-8 MT / TQ 14-15 kNm / ROP 12-22 m/hour / EC D 1.465-1.471 SG / MUD weight 1.35 SG.",CUT,"{""depths"": [""3295m"", ""3335m"", ""22 m""], ""equipment"": [], ""measurements"": [""175 bar"", ""1960 lpm"", ""8 mt"", ""15 knm""], ""time_refs"": []}","[""3295m"", ""3335m"", ""22 m""]",[],"[""175 bar"", ""1960 lpm"", ""8 mt"", ""15 knm""]",[],845
8244,06:00,06:30,3335.0,drilling,surv ey,ok,Cleaned well prior to take pressure points. Reciprocated the string while cleaning. Parameters: Flow 2050 lpm / SPP 190 bar / String RPM 160 / TQ 11 kNm / ECD 1.481 SG / M UD weight 1.35 SG.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""190 bar"", ""2050 lpm"", ""11 knm""], ""time_refs"": []}",[],[],"[""190 bar"", ""2050 lpm"", ""11 knm""]",[],845
8245,06:30,07:15,3335.0,drilling,surv ey,ok,"Took pressure point: Bit depth 3315.7m, test depth 3290mMD/2839TVD, pressure 291.55 bars, mobility 349.54 mD. Bit depth 3332.7m, test depth 3307mMD/2942,8TVD, pressure 291.83 bars, mobility 55.82 mD.",CUT,"{""depths"": [""3315.7m"", ""3290mmd"", ""2839tvd"", ""349.54 md"", ""3332.7m"", ""3307mmd"", ""2942,8tvd"", ""55.82 md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3315.7m"", ""3290mmd"", ""2839tvd"", ""349.54 md"", ""3332.7m"", ""3307mmd"", ""2942,8tvd"", ""55.82 md""]","[""bit""]",[],[],845
8246,07:15,07:45,3335.0,drilling,surv ey,ok,Down linked and deactivated the stethoscope. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],845
8247,07:45,17:15,3497.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3335m to 3497m. Drilling parameters: Flow 2000 lpm / SPP 170-175 bar / String RPM 170-180 / WOB 6-8 MT / TQ 10-16 kNm / ROP 22-27 m/ hour / ECD 1.479-1.494 SG / MUD weight 1.35-1.36+ SG. Simultaneously made up 7"" casing in stands as a parallel activity and racked back in derrick.",CUT,"{""depths"": [""3335m"", ""3497m"", ""27 m""], ""equipment"": [""casing""], ""measurements"": [""175 bar"", ""2000 lpm"", ""8 mt"", ""16 knm""], ""time_refs"": []}","[""3335m"", ""3497m"", ""27 m""]","[""casing""]","[""175 bar"", ""2000 lpm"", ""8 mt"", ""16 knm""]",[],845
8248,17:15,17:45,3497.0,drilling,surv ey,ok,"Down linked and activated the stethoscope, prior to take pressure points. Bit depth 3490.7m, test depth 3465mMD/2993,5TVD, pressure 295.13 bars, mobility 0.1 mD.",CUT,"{""depths"": [""3490.7m"", ""3465mmd"", ""2993,5tvd"", ""0.1 md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3490.7m"", ""3465mmd"", ""2993,5tvd"", ""0.1 md""]","[""bit""]",[],[],845
8249,17:45,18:00,3497.0,drilling,surv ey,ok,Down linked and deactivated the stethoscope. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],845
8250,18:00,19:45,3523.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3497m to 3523m. Drilling parameters: Flow 2000 lpm / SPP 180 bar / String RPM 180 / WOB 8 MT / TQ 10-17 kNm / ROP 21-26 m/hour / EC D 1.485-1.494 SG / MUD weight 1.35-1.36+ SG. Due to damaged drag chain of the PDM unable to continue make up 7"" casing in stands.",CUT,"{""depths"": [""3497m"", ""3523m"", ""26 m""], ""equipment"": [""casing""], ""measurements"": [""180 bar"", ""2000 lpm"", ""8 mt"", ""17 knm""], ""time_refs"": []}","[""3497m"", ""3523m"", ""26 m""]","[""casing""]","[""180 bar"", ""2000 lpm"", ""8 mt"", ""17 knm""]",[],845
8251,19:45,20:00,3523.0,drilling,drill,ok,Took flow check due to unexplainable gain. Well stable.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],845
8252,20:00,21:15,3537.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3523m to 3537m. Drilling parameters: Flow 1963 lpm / SPP 185 bar / String RPM 180 / WOB 8 MT / TQ 14-17 kNm / ROP 8,8-26 m/hour / EC D 1.487-1.494 SG / MUD weight 1.35-1.36+ SG. Add primex to reduces to control MW and solids.",CUT,"{""depths"": [""3523m"", ""3537m"", ""26 m""], ""equipment"": [], ""measurements"": [""185 bar"", ""1963 lpm"", ""8 mt"", ""17 knm""], ""time_refs"": []}","[""3523m"", ""3537m"", ""26 m""]",[],"[""185 bar"", ""1963 lpm"", ""8 mt"", ""17 knm""]",[],845
8253,21:15,21:45,3537.0,drilling,surv ey,ok,"Cleaned well prior to take pressure points. Reciprocated the string while cleaning. Parameters: Flow 1963 lpm / SPP 180 bar / String RPM 180 / TQ 11-13 kNm / ECD 1.466-1,48 4 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""180 bar"", ""1963 lpm"", ""13 knm""], ""time_refs"": []}",[],[],"[""180 bar"", ""1963 lpm"", ""13 knm""]",[],845
8254,21:45,22:45,3525.7,drilling,surv ey,ok,"Down linked and activated the stethoscope, prior to take pressure points. Bit depth 3525.7m, test depth 3500mMD/3007,8TVD, pressure 296.21 bars, mobility 5632.91mD.",CUT,"{""depths"": [""3525.7m"", ""3500mmd"", ""3007,8tvd"", ""5632.91md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3525.7m"", ""3500mmd"", ""3007,8tvd"", ""5632.91md""]","[""bit""]",[],[],845
8255,22:45,23:00,3537.0,drilling,surv ey,ok,Down linked and deactivated the stethoscope. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],845
8256,23:00,00:00,3556.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3537m to 3556m. Drilling parameters: Flow 1963 lpm / SPP 170 bar / String RPM 180 / WOB 4-6 MT / TQ 12-19 kNm / ROP 17-26 m/hour / E CD 1.447-1.459 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [""3537m"", ""3556m"", ""26 m""], ""equipment"": [], ""measurements"": [""170 bar"", ""1963 lpm"", ""6 mt"", ""19 knm""], ""time_refs"": []}","[""3537m"", ""3556m"", ""26 m""]",[],"[""170 bar"", ""1963 lpm"", ""6 mt"", ""19 knm""]",[],845
8257,00:00,01:00,3577.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3556m to 3577m. Drilling parameters: Flow 1963 lpm / SPP 175 bar / String RPM 180 / WOB 4-5 MT / TQ 13-17 kNm / ROP 18-30 m/h our / ECD 1.456-1.463 SG / MUD weight 1.35+ SG. Simultaneously transported flow line Co-flex down to the well head.",CUT,"{""depths"": [""3556m"", ""3577m"", ""30 m""], ""equipment"": [], ""measurements"": [""175 bar"", ""1963 lpm"", ""5 mt"", ""17 knm""], ""time_refs"": []}","[""3556m"", ""3577m"", ""30 m""]",[],"[""175 bar"", ""1963 lpm"", ""5 mt"", ""17 knm""]",[],846
8258,01:00,01:30,3577.0,drilling,survey,ok,"Cleaned well prior to take pressure points. Reciprocated the string while cleaning. Parameters: Flow 1963 lpm / SPP 175 bar / String RPM 180 / TQ 11-13 kNm / ECD 1. 449-1,461 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""175 bar"", ""1963 lpm"", ""13 knm""], ""time_refs"": []}",[],[],"[""175 bar"", ""1963 lpm"", ""13 knm""]",[],846
8259,01:30,02:00,3570.7,drilling,survey,ok,"Down linked and activated the stethoscope, prior to take pressure points. Bit depth 3570.7m, test depth 3545mMD/3029,3TVD, pressure 297.98 bars, mobility 58.39mD.",CUT,"{""depths"": [""3570.7m"", ""3545mmd"", ""3029,3tvd"", ""58.39md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3570.7m"", ""3545mmd"", ""3029,3tvd"", ""58.39md""]","[""bit""]",[],[],846
8260,02:00,02:15,3570.7,drilling,survey,ok,Down linked and deactivated the stethoscope. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8261,02:15,04:30,3617.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3577m to 3617m. Drilling parameters: Flow 1963 lpm / SPP 180 bar / String RPM 180 / WOB 5-6 MT / TQ 13-17 kNm / ROP 18-20 m/h our / ECD 1.469-1.471 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [""3577m"", ""3617m"", ""20 m""], ""equipment"": [], ""measurements"": [""180 bar"", ""1963 lpm"", ""6 mt"", ""17 knm""], ""time_refs"": []}","[""3577m"", ""3617m"", ""20 m""]",[],"[""180 bar"", ""1963 lpm"", ""6 mt"", ""17 knm""]",[],846
8262,04:30,05:00,3617.0,drilling,survey,ok,"Cleaned well prior to take pressure points. Reciprocated the string while cleaning. Parameters: Flow 1963 lpm / SPP 180 bar / String RPM 180 / TQ 11-14 kNm / ECD 1. 461-1,474 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""180 bar"", ""1963 lpm"", ""14 knm""], ""time_refs"": []}",[],[],"[""180 bar"", ""1963 lpm"", ""14 knm""]",[],846
8263,05:00,05:15,3613.7,drilling,survey,ok,"Down linked and activated the stethoscope, prior to take pressure points. Bit depth 3613.7m, test depth 3588mMD/3053,4TVD, pressure 299.86 bars, mobility 38.08mD.",CUT,"{""depths"": [""3613.7m"", ""3588mmd"", ""3053,4tvd"", ""38.08md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3613.7m"", ""3588mmd"", ""3053,4tvd"", ""38.08md""]","[""bit""]",[],[],846
8264,05:15,05:30,3617.0,drilling,survey,ok,Down linked and deactivated the stethoscope. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8265,05:30,05:45,3617.0,drilling,drill,ok,Made up new stand of DP and prepared for drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8266,05:45,06:00,3617.0,drilling,other,ok,Rig alarm went of and all personnel mustered. Circulated and rotated pipe.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8267,06:00,13:45,3736.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3617m to 3739m. Drilling parameters: Flow 2000 lpm / SPP 180 bar / String RPM 180 / WOB 9-12 MT / TQ 10-20 kNm / ROP 16-26 m/ hour / ECD 1.478-1.491 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [""3617m"", ""3739m"", ""26 m""], ""equipment"": [], ""measurements"": [""180 bar"", ""2000 lpm"", ""12 mt"", ""20 knm""], ""time_refs"": []}","[""3617m"", ""3739m"", ""26 m""]",[],"[""180 bar"", ""2000 lpm"", ""12 mt"", ""20 knm""]",[],846
8268,13:45,14:30,3699.0,drilling,survey,ok,Cleaned well prior to take pressure points. Racked back on stand. Parameters: Flow 1600 lpm / SPP 130 bar / String RPM 25 / TQ 11 kNm / ECD 1.447 SG / MUD weight 1.35+ SG.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [""130 bar"", ""1600 lpm"", ""11 knm""], ""time_refs"": []}",[],[],"[""130 bar"", ""1600 lpm"", ""11 knm""]",[],846
8269,14:30,14:45,3699.0,drilling,survey,ok,Down linked and activated the stethoscope.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8270,14:45,15:15,3668.7,drilling,survey,ok,"Took pressure point: Bit depth 3668,7m, test depth 3643m MD 3089.58m TVD, pressure 302.52 bars, mobility 16.93 mD.",CUT,"{""depths"": [""3668,7m"", ""3643m"", ""3089.58m"", ""16.93 md""], ""equipment"": [""bit""], ""measurements"": [], ""time_refs"": []}","[""3668,7m"", ""3643m"", ""3089.58m"", ""16.93 md""]","[""bit""]",[],[],846
8271,15:15,15:30,3668.7,drilling,survey,ok,Down linked and deactivated the stethoscope. Took survey prior to continue drilling ahead.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8272,15:30,16:30,3750.0,drilling,drill,ok,"Continued drilling 8½"" hole from 3739m to 3750m. Drilling parameters: Flow 1960 lpm / SPP 185 bar / String RPM 180 / WOB 9-13 MT / TQ 14-20 kNm / ROP 9-26 m/h our / ECD 1.475-1.487 SG / MUD weight 1.35+ SG.",CUT,"{""depths"": [""3739m"", ""3750m"", ""26 m""], ""equipment"": [], ""measurements"": [""185 bar"", ""1960 lpm"", ""13 mt"", ""20 knm""], ""time_refs"": []}","[""3739m"", ""3750m"", ""26 m""]",[],"[""185 bar"", ""1960 lpm"", ""13 mt"", ""20 knm""]",[],846
8273,16:30,16:45,3750.0,drilling,survey,ok,Down linked Sonic Vision tool in fast record mode.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8274,16:45,19:45,3750.0,drilling,other,ok,Circulated well clean 3 time bottom up. Reciprocated the string while cleaning. Parameters: Flow 1960 lpm / SPP 180 bar / String RPM 180 / TQ 12-13 kNm / ECD 1.466 -1.473 SG / MUD weight 1.36 SG.,CIRCULATE,"{""depths"": [], ""equipment"": [], ""measurements"": [""180 bar"", ""1960 lpm"", ""13 knm""], ""time_refs"": []}",[],[],"[""180 bar"", ""1960 lpm"", ""13 knm""]",[],846
8275,19:45,20:00,3750.0,drilling,other,ok,Flow checked the well stable.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],846
8276,20:00,20:15,3745.0,drilling,other,ok,"Took drag and torque reading. 10 rpm = 7.7 kNm, 20 rpm = 7.9 kNm and 30 rpm = 8.6 kNm. Up/down weight 186/145 MT rotation 159 MT, stretch 2.5m.",CUT,"{""depths"": [""2.5m""], ""equipment"": [], ""measurements"": [""10 rpm"", ""20 rpm"", ""30 rpm"", ""145 mt"", ""159 mt"", ""7.7 knm"", ""7.9 knm"", ""8.6 knm""], ""time_refs"": []}","[""2.5m""]",[],"[""10 rpm"", ""20 rpm"", ""30 rpm"", ""145 mt"", ""159 mt"", ""7.7 knm"", ""7.9 knm"", ""8.6 knm""]",[],846
8277,20:15,21:45,3536.0,drilling,trip,ok,"Held tool box talk and started POOH with 8½"" drilling BHA wet 5 std. from 3750m to 3536m. Held kick drill. Trip time in open hole 142 m/hours",TRIP_OUT,"{""depths"": [""3750m"", ""3536m"", ""142 m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3750m"", ""3536m"", ""142 m""]","[""bha""]",[],[],846
8278,21:45,22:15,3536.0,drilling,trip,ok,"Flow checked well, well stable. Simultaneously made up to TDS and pumped 5m³ 1.56 SG slug.",CUT,"{""depths"": [], ""equipment"": [""tds""], ""measurements"": [], ""time_refs"": []}",[],"[""tds""]",[],[],846
8279,22:15,00:00,3092.0,drilling,trip,ok,"Continued POOH with 8½"" drilling BHA from 3536m to 3092m. Trip time in open hole 253 m/hour.",TRIP_OUT,"{""depths"": [""3536m"", ""3092m"", ""253 m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""3536m"", ""3092m"", ""253 m""]","[""bha""]",[],[],846
8280,00:00,01:00,2689.0,drilling,trip,ok,"Continued POOH with 8½"" drilling BHA from 3092m to 2689m into 9 5/8 casing. Trip time in open hole 403 m/hour.",TRIP_OUT,"{""depths"": [""3092m"", ""2689m"", ""403 m""], ""equipment"": [""casing"", ""bha""], ""measurements"": [], ""time_refs"": []}","[""3092m"", ""2689m"", ""403 m""]","[""casing"", ""bha""]",[],[],847
8281,01:00,01:15,2689.0,drilling,trip,ok,"Took flow check. In the 9 5/8"" shoe.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8282,01:15,01:30,2689.0,interruption,maintain,ok,Function tested BOP. Started service the TDS.,OTHER,"{""depths"": [], ""equipment"": [""tds"", ""bop""], ""measurements"": [], ""time_refs"": []}",[],"[""tds"", ""bop""]",[],[],847
8283,01:30,01:45,2689.0,drilling,trip,ok,"Took drag and torque reading. 10 rpm = 5.0 kNm, 20 rpm = 5.0 kNm and 30 rpm = 6.0 kNm. Up/down weight 154/135 MT rotation 142 MT, stretch 1.5m .",CUT,"{""depths"": [""1.5m""], ""equipment"": [], ""measurements"": [""10 rpm"", ""20 rpm"", ""30 rpm"", ""135 mt"", ""142 mt"", ""5.0 knm"", ""6.0 knm""], ""time_refs"": []}","[""1.5m""]",[],"[""10 rpm"", ""20 rpm"", ""30 rpm"", ""135 mt"", ""142 mt"", ""5.0 knm"", ""6.0 knm""]",[],847
8284,01:45,04:00,2689.0,interruption,maintain,ok,Continued servicing TDS and both PRS's. Meanwhile flushed choke and kill lines.,OTHER,"{""depths"": [], ""equipment"": [""tds"", ""prs""], ""measurements"": [], ""time_refs"": []}",[],"[""tds"", ""prs""]",[],[],847
8285,04:00,06:00,2.0,drilling,trip,ok,"Continued POOH with 8½"" drilling BHA from 2689m to 1919m. Trip time 385 m/hour. Dropped 2 3/4"" drift in std # 40.",TRIP_OUT,"{""depths"": [""2689m"", ""1919m"", ""385 m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""2689m"", ""1919m"", ""385 m""]","[""bha""]",[],[],847
8286,06:00,08:15,1116.0,drilling,trip,ok,"Continued POOH with 8½"" drilling BHA from 1919m to 1116. Trip time in open hole 357 m/hour.",TRIP_OUT,"{""depths"": [""1919m"", ""357 m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""1919m"", ""357 m""]","[""bha""]",[],[],847
8287,08:15,08:30,1116.0,drilling,trip,ok,"Changed to 5"" DP handling equipment.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8288,08:30,09:45,138.0,drilling,trip,ok,"Continued POOH with 8½"" drilling BHA from 1116m to 138m. Trip time 782 m/hour.",TRIP_OUT,"{""depths"": [""1116m"", ""138m"", ""782 m""], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}","[""1116m"", ""138m"", ""782 m""]","[""bha""]",[],[],847
8289,09:45,10:00,138.0,drilling,trip,ok,"Flow checked well, well static. Simultaneously held tool box talk prior to POOH and lay out 8½"" drilling BHA.",TRIP_OUT,"{""depths"": [], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}",[],"[""bha""]",[],[],847
8290,10:00,10:15,91.0,drilling,trip,ok,POOH and racked back HWDP std's.,TRIP_OUT,"{""depths"": [], ""equipment"": [""hwdp""], ""measurements"": [], ""time_refs"": []}",[],"[""hwdp""]",[],[],847
8291,10:15,11:00,91.0,drilling,other,ok,Removed PS-21 slips and installed master bushing.,REPAIR,"{""depths"": [], ""equipment"": [""slips""], ""measurements"": [], ""time_refs"": []}",[],"[""slips""]",[],[],847
8292,11:00,11:30,91.0,drilling,other,ok,Cleared and cleaned rig floor.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8293,11:30,11:45,91.0,drilling,other,ok,Installed elevator rotator.,CUT,"{""depths"": [], ""equipment"": [""elevator""], ""measurements"": [], ""time_refs"": []}",[],"[""elevator""]",[],[],847
8294,11:45,12:00,81.0,drilling,trip,ok,Laid out jars.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8295,12:00,12:15,62.0,drilling,trip,ok,POOH and racked back HWDP std.,TRIP_OUT,"{""depths"": [], ""equipment"": [""hwdp""], ""measurements"": [], ""time_refs"": []}",[],"[""hwdp""]",[],[],847
8296,12:15,15:15,0.0,drilling,trip,ok,"POOH and laid out 8½"" drilling BHA.",TRIP_OUT,"{""depths"": [], ""equipment"": [""bha""], ""measurements"": [], ""time_refs"": []}",[],"[""bha""]",[],[],847
8297,15:15,15:30,0.0,drilling,other,ok,Cleared and cleaned rig floor.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8298,15:30,17:45,0.0,drilling,casing,ok,"Held tool box and rigged up 7"" liner handling equipment.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8299,17:45,19:00,25.0,drilling,casing,ok,"Held tool box talk and picked/made up 7"" shoe and intermediate.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8300,19:00,19:30,25.0,drilling,casing,ok,"Held tool/SJA box talk prior to RIH with 7"" liner.",TRIP_IN,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],847
8301,19:30,19:45,25.0,drilling,casing,ok,Night shift held BOP drill.,CUT,"{""depths"": [], ""equipment"": [""bop""], ""measurements"": [], ""time_refs"": []}",[],"[""bop""]",[],[],847
8302,19:45,00:00,217.0,drilling,casing,ok,"Flow checked 7"" float prior. RIH with 7"" liner from surface to 217m. Filled first 5 singles, and after every 5'th jnt. Trip time 51m/hour.",TRIP_IN,"{""depths"": [""217m"", ""51m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""217m"", ""51m""]",[],[],[],847
8303,00:00,03:45,553.0,drilling,casing,ok,"Continued RIH with 7"" liner from 217 to 553m. Filled every 5'th jnt. Trip time 90 m/hour. Had unexplainable minor gain.",TRIP_IN,"{""depths"": [""553m"", ""90 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""553m"", ""90 m""]",[],[],[],848
8304,03:45,04:00,553.0,drilling,casing,ok,"Flow checked well, well static.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],848
8305,04:00,04:30,600.0,drilling,casing,ok,"Continued RIH with 7"" liner from 553 to 600m. Filled every 5'th jnt. Trip time 82 m/hour. Simultaneously continued investigating the leakage. Found Overshot Pa cker leaking fluid and Koomy unit level dropped.",TRIP_IN,"{""depths"": [""600m"", ""82 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""600m"", ""82 m""]",[],[],[],848
8306,04:30,06:00,600.0,drilling,bop/wellhead eq uipment,ok,Held tool/SJA box talk and actuated the Overshot Packer mechanically. Tightened the 16 actuating screws with a max. torque 200 ft-lbs.,CUT,"{""depths"": [], ""equipment"": [""packer""], ""measurements"": [], ""time_refs"": []}",[],"[""packer""]",[],[],848
8307,06:00,06:30,600.0,drilling,bop/wellhead eq uipment,ok,Continued actuating the Overshot Packer mechanically. By tightened the 16 actuating screws with a max. torque 200 ft-lbs.,CUT,"{""depths"": [], ""equipment"": [""packer""], ""measurements"": [], ""time_refs"": []}",[],"[""packer""]",[],[],848
8308,06:30,08:30,708.0,drilling,casing,ok,"Continued RIH with 7"" liner from 600m to 708m. filled every 5'th jnt. Trip time 54 m/hour.",TRIP_IN,"{""depths"": [""600m"", ""708m"", ""54 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""600m"", ""708m"", ""54 m""]",[],[],[],848
8309,08:30,08:45,708.0,drilling,casing,ok,"Flow checked well, well static.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],848
8310,08:45,15:00,1068.0,drilling,casing,ok,"Continued RIH with 7"" liner from 708m to 1068m. filled every 5'th jnt. Trip time 58 m/hour.",TRIP_IN,"{""depths"": [""708m"", ""1068m"", ""58 m""], ""equipment"": [], ""measurements"": [], ""time_refs"": []}","[""708m"", ""1068m"", ""58 m""]",[],[],[],848
8311,15:00,15:15,1068.0,drilling,casing,ok,Held tool box talk prior to pick up Liner Hanger.,CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],848
8312,15:15,15:30,1068.0,drilling,casing,ok,"Changed to 5"" DP handling equipment.",CUT,"{""depths"": [], ""equipment"": [], ""measurements"": [], ""time_refs"": []}",[],[],[],[],848
8313,15:30,17:00,1068.0,drilling,casing,ok,"Picked up and installed 7"" liner hanger/packer assy according to Weatherford liner hanger procedure. Up/down weight 108/104 MT. Liner weight 36 MT.",CUT,"{""depths"": [], ""equipment"": [""packer""], ""measurements"": [""104 mt"", ""36 mt""], ""time_refs"": []}",[],"[""packer""]","[""104 mt"", ""36 mt""]",[],848
8314,17:00,17:30,1068.0,drilling,casing,ok,Changed out FMS slips to PS-21 slips.,CUT,"{""depths"": [], ""equipment"": [""slips""], ""measurements"": [], ""time_refs"": []}",[],"[""slips""]",[],[],848
8315,17:30,17:45,1068.0,drilling,casing,ok,"Installed radioactive pip tag blow 7"" liner hanger/packer.",CUT,"{""depths"": [], ""equipment"": [""packer""], ""measurements"": [], ""time_refs"": []}",[],"[""packer""]",[],[],848
8316,17:45,18:00,1082.0,drilling,casing,ok,Rigged down casing tong.,CUT,"{""depths"": [], ""equipment"": [""casing""], ""measurements"": [], ""time_refs"": []}",[],"[""casing""]",[],[],848
